| Product ID | Product Name            | Description                                       | Price | Category          | Halal Certificate |
| P1028      | Halal Chicken Strips     | Halal-certified chicken strips for salads.     | $6.49 | Meat & Poultry | Yes               |
| P1029      | Bacon-Wrapped Shrimp     | Shrimp wrapped in savory bacon.                | $10.99 | Meat & Poultry | No                |
| P1030      | Turkey Cutlets           | Turkey cutlets, perfect for quick meals.       | $8.49 | Meat & Poultry  | No                |
| ...        | ...                     | ...                                               | ...   | ...             | ...               |
| P1071      | Halal Lamb Leg           | Halal-certified lamb leg for roasting.         | $17.99 | Meat & Poultry | Yes               |
| P1072      | Chicken Alfredo Pizza     | Frozen chicken alfredo pizza for convenience. | $6.99 | Meat & Poultry | No                |
| P1073      | Halal Chicken Kebabs     | Marinated halal chicken kebabs for BBQ.       | $8.49 | Meat & Poultry | Yes               |
| P1074      | Beef Stir-Fry Strips      | Pre-cut beef stir-fry strips for easy cooking. | $9.99 | Meat & Poultry | No                |
| P1075      | Chicken Pot Roast        | Ready-to-cook chicken pot roast.               | $13.99 | Meat & Poultry | No                |
| P1076      | Lamb Gyro Kit            | Lamb gyro kit with pita and tzatziki sauce.   | $11.99 | Meat & Poultry | No                |
| P1077      | Halal Chicken Shawarma   | Pre-seasoned halal chicken shawarma strips.   | $7.99 | Meat & Poultry | Yes               |
| P1078      | Meatball Sub Sandwich    | Frozen meatball sub sandwich for quick meals. | $5.99 | Meat & Poultry | No                |
| P1079      | Chicken Fajita Bowl      | Ready-to-eat chicken fajita bowl.             | $6.99 | Meat & Poultry | No                |
| P1080      | Teriyaki Beef Skewers    | Teriyaki-marinated beef skewers for grilling. | $10.99 | Meat & Poultry | No                |
| P1091      | Halal Chicken Wings      | Halal-certified chicken wings for snacking.   | $8.99 | Meat & Poultry | Yes               |
| P1092      | Bacon-Wrapped Filet Mignon| Tender filet mignon wrapped in savory bacon.  | $16.99 | Meat & Poultry | No                |
| P1093      | Halal Chicken Nuggets    | Halal-certified chicken nuggets for kids.     | $3.99 | Meat & Poultry | Yes               |
| P1094      | Pork Spare Ribs          | Succulent pork spare ribs for BBQ.            | $12.99 | Meat & Poultry | No                |
| P1095      | Organic Turkey Burger    | Organic turkey burgers, perfect for grilling. | $7.99 | Meat & Poultry | No                |
| P1096      | Halal Chicken Sausages   | Halal-certified chicken sausages.             | $4.49 | Meat & Poultry | Yes               |
| P1097      | Lamb Chops               | Juicy lamb chops, ideal for grilling.         | $13.99 | Meat & Poultry | No                |
| P1098      | Chicken Fajita Strips    | Pre-cut chicken fajita strips for easy cooking.| $5.99 | Meat & Poultry | No                |
| P1099      | Ground Bison             | Lean ground bison, a healthier alternative.  | $10.99 | Meat & Poultry | No                |
| P1100      | Halal Chicken Drumettes  | Halal-certified chicken drumettes for snacks.| $6.99 | Meat & Poultry | Yes               |
| P1001      | Organic Quinoa          | Organic quinoa for a protein-rich diet.           | $4.99 | Pasta & Grains   | No                |
| P1002      | Brown Rice              | Long-grain brown rice for a wholesome meal.       | $2.99 | Pasta & Grains   | Yes               |
| P1003      | Spaghetti Pasta         | Traditional Italian pasta for your favorite dishes.| $1.79 | Pasta & Grains   | Yes               |
| P1004      | Black Bean Pasta        | Black bean pasta, a nutritious alternative.       | $3.79 | Pasta & Grains   | No                |
| P1005      | Lentil Pasta            | Lentil-based pasta for a protein-packed meal.     | $3.99 | Pasta & Grains   | Yes               |
| P1006      | Whole Wheat Penne       | Whole wheat penne pasta for a healthy choice.     | $2.49 | Pasta & Grains   | No                |
| P1007      | Jasmine Rice            | Fragrant jasmine rice for aromatic dishes.        | $3.49 | Pasta & Grains   | No                |
| P1008      | Quinoa & Kale Blend     | Nutrient-packed quinoa and kale blend.            | $4.29 | Pasta & Grains   | No                |
| P1009      | Farfalle Pasta          | Bowtie-shaped farfalle pasta for variety.        | $1.99 | Pasta & Grains   | Yes               |
| P1010      | Basmati Rice            | Aromatic basmati rice for flavorful meals.        | $4.99 | Pasta & Grains   | No                |
| P1011      | Couscous                | Quick-cooking couscous for easy meals.           | $1.49 | Pasta & Grains   | No                |
| P1012      | Quinoa & Vegetable Mix  | Quinoa and vegetable mix for a balanced meal.     | $3.99 | Pasta & Grains   | No                |
| P1013      | Organic Brown Rice      | Organic brown rice from sustainable farms.        | $4.49 | Pasta & Grains   | No                |
| P1014      | Fusilli Pasta           | Corkscrew-shaped fusilli pasta for sauces.       | $2.19 | Pasta & Grains   | Yes               |
| P1015      | Arborio Rice            | Arborio rice for creamy risotto dishes.           | $5.99 | Pasta & Grains   | No                |
| P1016      | Spinach Fettuccine      | Fettuccine pasta infused with spinach.           | $3.79 | Pasta & Grains   | No                |
| P1017      | Quinoa & Black Bean Mix | Quinoa and black bean mix for a protein boost.    | $4.99 | Pasta & Grains   | No                |
| P1018      | Barley                  | Whole barley grains for soups and salads.         | $2.29 | Pasta & Grains   | No                |
| P1019      | Macaroni                | Classic macaroni for your favorite mac 'n' cheese.| $1.59 | Pasta & Grains   | Yes               |
| P1020      | Wild Rice Blend         | Blend of wild rice for a unique texture.          | $3.99 | Pasta & Grains   | No                |
| P1021      | Quinoa & Cranberry Mix  | Quinoa and cranberry mix for a sweet twist.       | $4.99 | Pasta & Grains   | No                |
| P1022      | Rotini Pasta            | Spiral-shaped rotini pasta for versatile dishes.  | $1.89 | Pasta & Grains   | Yes               |
| P1023      | Brown Basmati Rice      | Aromatic brown basmati rice for wholesome meals.  | $5.49 | Pasta & Grains   | No                |
| P1024      | Penne Rigate            | Ridged penne rigate for holding sauces.           | $2.09 | Pasta & Grains   | Yes               |
| P1025      | Quinoa & Pesto Mix      | Quinoa and pesto mix for a flavorful meal.       | $4.99 | Pasta & Grains   | No                |
| P1026      | Tri-Color Fusilli       | Colorful tri-color fusilli for vibrant dishes.    | $2.29 | Pasta & Grains   | No                |
| P1027      | Sushi Rice              | Short-grain sushi rice for sushi enthusiasts.    | $3.99 | Pasta & Grains   | No                |
| P1028      | Orzo Pasta              | Rice-shaped orzo pasta for soups and salads.     | $1.79 | Pasta & Grains   | Yes               |
| P1029      | Quinoa & Mango Mix      | Quinoa and mango mix for a tropical twist.       | $4.99 | Pasta & Grains   | No                |
| P1030      | White Rice               | Classic white rice for everyday meals.            | $3.49 | Pasta & Grains   | No                |
| P1031      | Spelt Pasta             | Whole grain spelt pasta for a nutty flavor.      | $3.79 | Pasta & Grains   | No                |
| P1032      | Jasmine Brown Rice      | A blend of jasmine and brown rice for variety.    | $4.49 | Pasta & Grains   | No                |
| P1033      | Quinoa & Blueberry Mix  | Quinoa and blueberry mix for a fruity kick.      | $4.99 | Pasta & Grains   | No                |
| P1034      | Linguine Pasta          | Flat linguine pasta for classic Italian dishes.   | $2.39 | Pasta & Grains   | Yes               |
| P1035      | Farro                   | Ancient grain farro for a nutritious meal.        | $3.29 | Pasta & Grains   | No                |
| P1036      | Angel Hair Pasta        | Delicate angel hair pasta for light sauces.      | $1.69 | Pasta & Grains   | Yes               |
| P1037      | Quinoa & Raspberry Mix  | Quinoa and raspberry mix for a sweet treat.      | $4.99 | Pasta & Grains   | No                |
| P1038      | Basmati & Wild Rice Mix | Blend of basmati and wild rice for variety.       | $4.99 | Pasta & Grains   | No                |
| P1039      | Shells Pasta            | Seashell-shaped pasta for fun and tasty dishes.  | $2.09 | Pasta & Grains   | Yes               |
| P1040      | Red Lentil Pasta        | Red lentil pasta, a protein-rich alternative.    | $3.99 | Pasta & Grains   | Yes               |
| P1041      | Quinoa & Almond Mix     | Quinoa and almond mix for a crunchy texture.     | $4.99 | Pasta & Grains   | No                |
| P1042      | Jasmine & Basmati Mix   | Blend of jasmine and basmati rice for variety.    | $4.99 | Pasta & Grains   | No                |
| P1043      | Mac and Cheese Spirals  | Spiraled mac and cheese pasta for a twist.       | $2.29 | Pasta & Grains   | Yes               |
